"","V1"
"23785",5
"23786",20
"23787",29
"23788",20
"23789",20
"23790",29
"23791",26
"23792",20
"23793",29
"23794",29
"23795",29
"23796",29
"23797",29
"23798",19
"23799",29
"23800",10
"23801",20
"23802",25
"23803",20
"23804",23
"23805",5
"23806",29
"23807",29
"23808",29
"23809",29
"23810",29
"23811",25
"23812",28
"23813",6
"23814",6
"23815",13
"23816",23
"23817",25
"23818",3
"23819",28
"23820",23
"23821",19
"23822",23
"23823",28
"23824",28
"23825",23
"23826",2
"23827",19
"23828",6
"23829",19
"23830",19
"23831",25
"23832",29
"23833",23
"23834",2
"23835",2
"23836",2
"23837",28
"23838",19
"23839",28
"23840",3
"23841",28
"23842",29
"23843",19
"23844",19
"23845",23
"23846",28
"23847",19
"23848",23
"23849",25
"23850",12
"23851",19
"23852",19
"23853",23
"23854",3
"23855",19
"23856",23
"23857",23
"23858",14
"23859",14
"23860",26
"23861",6
"23862",29
"23863",29
"23864",20
"23865",26
"23866",14
"23867",14
"23868",14
"23869",14
"23870",14
"23871",14
"23872",14
"23873",14
"23874",14
"23875",14
"23876",14
"23877",17
"23878",14
"23879",26
"23880",16
"23881",4
"23882",2
"23883",23
"23884",13
"23885",14
"23886",29
"23887",14
"23888",18
"23889",29
"23890",14
"23891",17
"23892",29
"23893",14
"23894",23
"23895",17
"23896",19
"23897",15
"23898",19
"23899",17
"23900",19
"23901",19
"23902",17
"23903",7
"23904",22
"23905",19
"23906",22
"23907",20
"23908",20
"23909",28
"23910",19
"23911",28
"23912",17
"23913",28
"23914",28
"23915",19
"23916",23
"23917",20
"23918",29
"23919",29
"23920",29
"23921",19
"23922",28
"23923",23
"23924",25
"23925",28
"23926",29
"23927",12
"23928",3
"23929",29
"23930",2
"23931",2
"23932",2
"23933",15
"23934",23
"23935",19
"23936",10
"23937",24
"23938",6
"23939",10
"23940",3
"23941",6
"23942",2
"23943",10
"23944",24
"23945",2
"23946",23
"23947",23
"23948",2
"23949",10
"23950",6
"23951",17
"23952",6
"23953",6
"23954",2
"23955",6
"23956",2
"23957",6
"23958",6
"23959",2
"23960",24
"23961",2
"23962",2
"23963",2
"23964",23
"23965",6
"23966",2
"23967",24
"23968",14
"23969",17
"23970",17
"23971",20
"23972",25
"23973",25
"23974",17
"23975",25
"23976",25
"23977",29
"23978",29
"23979",3
"23980",3
"23981",29
"23982",29
"23983",28
"23984",28
"23985",3
"23986",29
"23987",10
"23988",29
"23989",3
"23990",3
"23991",29
"23992",3
"23993",3
"23994",3
"23995",29
"23996",21
"23997",29
"23998",28
"23999",3
"24000",3
"24001",19
"24002",29
"24003",3
"24004",29
"24005",3
"24006",23
"24007",29
"24008",3
"24009",3
"24010",19
"24011",3
"24012",3
"24013",23
"24014",19
"24015",23
"24016",14
"24017",28
"24018",26
"24019",3
"24020",19
"24021",28
"24022",28
"24023",25
"24024",14
"24025",29
"24026",14
"24027",26
"24028",21
"24029",6
"24030",26
"24031",21
"24032",14
"24033",2
"24034",2
"24035",19
"24036",25
"24037",14
"24038",14
"24039",20
"24040",28
"24041",20
"24042",19
"24043",16
"24044",16
"24045",16
"24046",16
"24047",16
"24048",16
"24049",16
"24050",16
"24051",16
"24052",16
"24053",20
"24054",16
"24055",16
"24056",16
"24057",16
"24058",16
"24059",16
"24060",16
"24061",16
"24062",16
"24063",23
"24064",16
"24065",16
"24066",16
"24067",16
"24068",16
"24069",16
"24070",16
"24071",16
"24072",16
"24073",16
"24074",16
"24075",16
"24076",16
"24077",20
"24078",16
"24079",16
"24080",16
"24081",20
"24082",16
"24083",20
"24084",16
"24085",16
"24086",16
"24087",16
"24088",16
"24089",16
"24090",16
"24091",16
"24092",16
"24093",16
"24094",16
"24095",16
"24096",28
"24097",16
"24098",19
"24099",16
"24100",16
"24101",16
"24102",16
"24103",16
"24104",16
"24105",16
"24106",16
"24107",16
"24108",16
"24109",23
"24110",16
"24111",16
"24112",16
"24113",16
"24114",16
"24115",16
"24116",6
"24117",20
"24118",16
"24119",16
"24120",16
"24121",16
"24122",16
"24123",16
"24124",28
"24125",23
"24126",16
"24127",16
"24128",16
"24129",16
"24130",16
"24131",17
"24132",16
"24133",16
"24134",16
"24135",23
"24136",28
"24137",16
"24138",20
"24139",23
"24140",16
"24141",16
"24142",20
"24143",20
"24144",16
"24145",16
"24146",16
"24147",16
"24148",16
"24149",16
"24150",20
"24151",20
"24152",16
"24153",16
"24154",16
"24155",23
"24156",16
"24157",16
"24158",16
"24159",10
"24160",9
"24161",25
"24162",17
"24163",9
"24164",9
"24165",9
"24166",9
"24167",9
"24168",9
"24169",19
"24170",9
"24171",20
"24172",19
"24173",9
"24174",19
"24175",28
"24176",29
"24177",19
"24178",19
"24179",19
"24180",2
"24181",20
"24182",23
"24183",19
"24184",23
"24185",3
"24186",23
"24187",23
"24188",23
"24189",23
"24190",23
"24191",23
"24192",23
"24193",23
"24194",23
"24195",19
"24196",26
"24197",19
"24198",20
"24199",28
"24200",19
"24201",14
"24202",14
"24203",25
"24204",28
"24205",28
"24206",14
"24207",19
"24208",19
"24209",28
"24210",28
"24211",28
"24212",19
"24213",14
"24214",19
"24215",14
"24216",19
"24217",19
"24218",28
"24219",28
"24220",19
"24221",25
"24222",19
"24223",28
"24224",28
"24225",28
"24226",28
"24227",28
"24228",20
"24229",14
"24230",20
"24231",14
"24232",28
"24233",28
"24234",17
"24235",28
"24236",28
"24237",19
"24238",23
"24239",14
"24240",23
"24241",23
"24242",20
"24243",28
"24244",28
"24245",19
"24246",28
"24247",28
"24248",28
"24249",28
"24250",19
"24251",28
"24252",28
"24253",28
"24254",28
"24255",28
"24256",19
"24257",28
"24258",28
"24259",19
"24260",29
"24261",28
"24262",28
"24263",23
"24264",28
"24265",27
"24266",19
"24267",19
"24268",28
"24269",28
"24270",25
"24271",19
"24272",29
"24273",29
"24274",28
"24275",20
"24276",31
"24277",16
"24278",16
"24279",16
"24280",16
"24281",16
"24282",9
"24283",16
"24284",28
"24285",16
"24286",16
"24287",16
"24288",16
"24289",9
"24290",9
"24291",16
"24292",20
"24293",16
"24294",9
"24295",10
"24296",16
"24297",16
"24298",16
"24299",19
"24300",20
"24301",16
"24302",16
"24303",16
"24304",16
"24305",16
"24306",16
"24307",29
"24308",23
"24309",29
"24310",29
"24311",29
"24312",30
"24313",18
"24314",17
"24315",29
"24316",29
"24317",18
"24318",29
"24319",29
"24320",18
"24321",29
"24322",29
"24323",7
"24324",14
"24325",23
"24326",29
"24327",29
"24328",17
"24329",19
"24330",29
"24331",29
"24332",29
"24333",29
"24334",29
"24335",29
"24336",2
"24337",19
"24338",26
"24339",14
"24340",19
"24341",29
"24342",23
"24343",21
"24344",19
"24345",29
"24346",23
"24347",18
"24348",28
"24349",29
"24350",23
"24351",10
"24352",24
"24353",21
"24354",14
"24355",23
"24356",22
"24357",10
"24358",23
"24359",28
"24360",16
"24361",16
"24362",2
"24363",16
"24364",24
"24365",24
"24366",19
"24367",2
"24368",17
"24369",2
"24370",2
"24371",12
"24372",2
"24373",12
"24374",2
"24375",2
"24376",2
"24377",2
"24378",28
"24379",2
"24380",2
"24381",2
"24382",12
"24383",2
"24384",2
"24385",2
"24386",2
"24387",2
"24388",2
"24389",2
"24390",2
"24391",2
"24392",2
"24393",2
"24394",2
"24395",2
"24396",18
"24397",2
"24398",2
"24399",2
"24400",2
"24401",2
"24402",2
"24403",2
"24404",2
"24405",2
"24406",2
"24407",2
"24408",2
"24409",2
"24410",23
"24411",14
"24412",28
"24413",16
"24414",14
"24415",2
"24416",28
"24417",2
"24418",28
"24419",14
"24420",23
"24421",19
"24422",19
"24423",19
"24424",23
"24425",19
"24426",19
"24427",30
"24428",14
"24429",14
"24430",23
"24431",12
"24432",12
"24433",30
"24434",20
"24435",2
"24436",10
"24437",14
"24438",17
"24439",20
"24440",17
"24441",14
"24442",14
"24443",6
"24444",14
"24445",3
"24446",3
"24447",29
"24448",3
"24449",19
"24450",29
"24451",19
"24452",19
"24453",3
"24454",19
"24455",3
"24456",25
"24457",19
"24458",3
"24459",3
"24460",19
"24461",3
"24462",19
"24463",19
"24464",3
"24465",3
"24466",29
"24467",29
"24468",29
"24469",29
"24470",29
"24471",29
"24472",3
"24473",3
"24474",3
"24475",29
"24476",3
"24477",29
"24478",3
"24479",3
"24480",29
"24481",3
"24482",3
"24483",29
"24484",3
"24485",3
"24486",3
"24487",23
"24488",2
"24489",3
"24490",19
"24491",29
"24492",3
"24493",3
"24494",2
"24495",3
"24496",3
"24497",29
"24498",25
"24499",3
"24500",3
"24501",23
"24502",29
"24503",29
"24504",23
"24505",25
"24506",19
"24507",29
"24508",29
"24509",3
"24510",2
"24511",29
"24512",19
"24513",3
"24514",3
"24515",3
"24516",3
"24517",3
"24518",23
"24519",3
"24520",3
"24521",29
"24522",29
"24523",3
"24524",3
"24525",2
"24526",3
"24527",18
"24528",18
"24529",18
"24530",18
"24531",21
"24532",4
"24533",18
"24534",26
"24535",29
"24536",20
"24537",18
"24538",29
"24539",18
"24540",23
"24541",25
"24542",29
"24543",29
"24544",29
"24545",18
"24546",18
"24547",18
"24548",18
"24549",29
"24550",23
"24551",29
"24552",27
"24553",6
"24554",7
"24555",17
"24556",23
"24557",22
"24558",14
"24559",21
"24560",20
"24561",14
"24562",29
"24563",20
"24564",26
"24565",14
"24566",21
"24567",1
"24568",6
"24569",6
"24570",6
"24571",16
"24572",6
"24573",14
"24574",14
"24575",16
"24576",21
"24577",14
"24578",22
"24579",26
"24580",6
"24581",23
"24582",29
"24583",4
"24584",14
"24585",6
"24586",17
"24587",2
"24588",10
"24589",22
"24590",26
"24591",22
"24592",29
"24593",29
"24594",22
"24595",10
"24596",10
"24597",3
"24598",6
"24599",29
"24600",29
"24601",10
"24602",10
"24603",26
"24604",26
"24605",25
"24606",12
"24607",12
"24608",12
"24609",12
"24610",12
"24611",8
"24612",12
"24613",12
"24614",12
"24615",12
"24616",12
"24617",12
"24618",12
"24619",12
"24620",12
"24621",12
"24622",12
"24623",12
"24624",17
"24625",12
"24626",12
"24627",12
"24628",12
"24629",12
"24630",12
"24631",12
"24632",12
"24633",12
"24634",12
"24635",12
"24636",12
"24637",12
"24638",12
"24639",12
"24640",12
"24641",12
"24642",15
"24643",12
"24644",12
"24645",15
"24646",12
"24647",12
"24648",12
"24649",12
"24650",12
"24651",12
"24652",12
"24653",12
"24654",12
"24655",12
"24656",12
"24657",12
"24658",12
"24659",12
"24660",12
"24661",12
"24662",12
"24663",12
"24664",12
"24665",12
"24666",12
"24667",12
"24668",12
"24669",12
"24670",12
"24671",12
"24672",12
"24673",12
"24674",12
"24675",12
"24676",12
"24677",12
"24678",12
"24679",12
"24680",12
"24681",12
"24682",12
"24683",14
"24684",17
"24685",14
"24686",10
"24687",26
"24688",14
"24689",25
"24690",10
"24691",19
"24692",19
"24693",19
"24694",2
"24695",14
"24696",2
"24697",14
"24698",17
"24699",16
"24700",14
"24701",29
"24702",28
"24703",14
"24704",17
"24705",3
"24706",14
"24707",29
"24708",18
"24709",18
"24710",29
"24711",18
"24712",18
"24713",18
"24714",18
"24715",18
"24716",18
"24717",29
"24718",29
"24719",29
"24720",18
"24721",18
"24722",29
"24723",18
"24724",18
"24725",18
"24726",18
"24727",29
"24728",18
"24729",18
"24730",18
"24731",18
"24732",29
"24733",31
"24734",18
"24735",18
"24736",29
"24737",29
"24738",18
"24739",18
"24740",18
"24741",18
"24742",17
"24743",17
"24744",17
"24745",19
"24746",17
"24747",10
"24748",16
"24749",28
"24750",23
"24751",19
"24752",28
"24753",26
"24754",17
"24755",17
"24756",19
"24757",23
"24758",25
"24759",26
"24760",1
"24761",1
"24762",1
"24763",1
"24764",1
"24765",10
"24766",1
"24767",1
"24768",1
"24769",20
"24770",1
"24771",1
"24772",1
"24773",19
"24774",1
"24775",1
"24776",1
"24777",19
"24778",1
"24779",1
"24780",1
"24781",1
"24782",1
"24783",1
"24784",12
"24785",15
"24786",1
"24787",1
"24788",1
"24789",1
"24790",1
"24791",4
"24792",1
"24793",1
"24794",1
"24795",15
"24796",1
"24797",1
"24798",1
"24799",1
"24800",19
"24801",1
"24802",1
"24803",1
"24804",1
"24805",1
"24806",1
"24807",1
"24808",1
"24809",1
"24810",1
"24811",12
"24812",1
"24813",1
"24814",1
"24815",1
"24816",1
"24817",1
"24818",19
"24819",1
"24820",1
"24821",1
"24822",1
"24823",1
"24824",1
"24825",1
"24826",1
"24827",1
"24828",12
"24829",1
"24830",1
"24831",22
"24832",26
"24833",14
"24834",26
"24835",26
"24836",2
"24837",6
"24838",10
"24839",14
"24840",26
"24841",10
"24842",28
"24843",6
"24844",17
"24845",14
"24846",14
"24847",29
"24848",17
"24849",26
"24850",10
"24851",10
"24852",14
"24853",10
"24854",14
"24855",14
"24856",22
"24857",14
"24858",14
"24859",14
"24860",2
"24861",14
"24862",14
"24863",19
"24864",17
"24865",14
"24866",14
"24867",14
"24868",14
"24869",14
"24870",14
"24871",14
"24872",14
"24873",14
"24874",14
"24875",14
"24876",14
"24877",14
"24878",14
"24879",14
"24880",14
"24881",14
"24882",14
"24883",17
"24884",28
"24885",17
"24886",14
"24887",28
"24888",22
"24889",28
"24890",14
"24891",20
"24892",28
"24893",27
"24894",22
"24895",22
"24896",28
"24897",28
"24898",27
"24899",28
"24900",27
"24901",22
"24902",28
"24903",22
"24904",3
"24905",22
"24906",27
"24907",25
"24908",28
"24909",22
"24910",3
"24911",22
"24912",2
"24913",14
"24914",2
"24915",16
"24916",20
"24917",14
"24918",28
"24919",20
"24920",19
"24921",28
"24922",14
"24923",19
"24924",28
"24925",13
"24926",28
"24927",14
"24928",2
"24929",9
"24930",20
"24931",28
"24932",28
"24933",14
"24934",19
"24935",28
"24936",25
"24937",17
"24938",23
"24939",28
"24940",28
"24941",14
"24942",25
"24943",19
"24944",16
"24945",16
"24946",28
"24947",19
"24948",28
"24949",27
"24950",20
"24951",19
"24952",29
"24953",21
"24954",29
"24955",29
"24956",27
"24957",29
"24958",25
"24959",3
"24960",29
"24961",27
"24962",2
"24963",23
"24964",29
"24965",2
"24966",28
"24967",28
"24968",28
"24969",28
"24970",28
"24971",28
"24972",28
"24973",28
"24974",28
"24975",28
"24976",28
"24977",23
"24978",28
"24979",28
"24980",28
"24981",29
"24982",28
"24983",28
"24984",28
"24985",2
"24986",28
"24987",28
"24988",28
"24989",19
"24990",28
"24991",28
"24992",28
"24993",28
"24994",29
"24995",14
"24996",23
"24997",28
"24998",20
"24999",28
"25000",6
"25001",17
"25002",23
"25003",10
"25004",23
"25005",29
"25006",28
"25007",19
"25008",2
"25009",26
"25010",26
"25011",11
"25012",2
"25013",10
"25014",19
"25015",6
"25016",19
"25017",2
"25018",6
"25019",19
"25020",29
"25021",9
"25022",20
"25023",6
"25024",10
"25025",25
"25026",25
"25027",24
"25028",28
"25029",17
"25030",23
"25031",19
"25032",19
"25033",19
"25034",19
"25035",19
"25036",19
"25037",19
"25038",19
"25039",19
"25040",19
"25041",19
"25042",19
"25043",19
"25044",19
"25045",23
"25046",19
"25047",19
"25048",19
"25049",19
"25050",19
"25051",19
"25052",19
"25053",19
"25054",19
"25055",19
"25056",19
"25057",28
"25058",20
"25059",26
"25060",24
"25061",15
"25062",23
"25063",17
"25064",26
"25065",17
"25066",1
"25067",1
"25068",1
"25069",1
"25070",14
"25071",20
"25072",14
"25073",17
"25074",10
"25075",17
"25076",19
"25077",1
"25078",1
"25079",21
"25080",24
"25081",1
"25082",1
"25083",1
"25084",1
"25085",10
"25086",1
"25087",1
"25088",1
"25089",22
"25090",26
"25091",28
"25092",1
"25093",23
"25094",1
"25095",20
"25096",1
"25097",1
"25098",2
"25099",23
"25100",3
"25101",6
"25102",26
"25103",25
"25104",7
"25105",21
"25106",29
"25107",23
"25108",21
"25109",14
"25110",19
"25111",23
"25112",14
"25113",23
"25114",23
"25115",10
"25116",23
"25117",27
"25118",20
"25119",28
"25120",23
"25121",29
"25122",29
"25123",21
"25124",21
"25125",29
"25126",21
"25127",29
"25128",14
"25129",21
"25130",29
"25131",29
"25132",29
"25133",5
"25134",5
"25135",21
"25136",29
"25137",21
"25138",19
"25139",14
"25140",14
"25141",14
"25142",2
"25143",28
"25144",14
"25145",19
"25146",14
"25147",14
"25148",14
"25149",14
"25150",14
"25151",14
"25152",14
"25153",14
"25154",14
"25155",14
"25156",14
"25157",14
"25158",26
"25159",21
"25160",6
"25161",10
"25162",4
"25163",6
"25164",29
"25165",29
"25166",17
"25167",21
"25168",29
"25169",23
"25170",4
"25171",19
"25172",17
"25173",14
"25174",29
"25175",14
"25176",17
"25177",26
"25178",19
"25179",19
"25180",28
"25181",28
"25182",28
"25183",19
"25184",23
"25185",28
"25186",2
"25187",17
"25188",23
"25189",28
"25190",14
"25191",19
"25192",28
"25193",19
"25194",28
"25195",28
"25196",19
"25197",17
"25198",28
"25199",14
"25200",23
"25201",19
"25202",23
"25203",28
"25204",28
"25205",28
"25206",28
"25207",28
"25208",14
"25209",28
"25210",28
"25211",17
"25212",16
"25213",28
"25214",28
"25215",28
"25216",28
"25217",28
"25218",28
"25219",28
"25220",28
"25221",28
"25222",28
"25223",28
"25224",28
"25225",28
"25226",28
"25227",20
"25228",28
"25229",2
"25230",17
"25231",28
"25232",29
"25233",29
"25234",2
"25235",25
"25236",12
"25237",19
"25238",2
"25239",2
"25240",3
"25241",2
"25242",2
"25243",2
"25244",3
"25245",29
"25246",3
"25247",29
"25248",29
"25249",29
"25250",3
"25251",3
"25252",3
"25253",29
"25254",29
"25255",3
"25256",23
"25257",29
"25258",3
"25259",3
"25260",17
"25261",29
"25262",17
"25263",29
"25264",3
"25265",3
"25266",18
"25267",29
"25268",18
"25269",18
"25270",18
"25271",18
"25272",29
"25273",29
"25274",29
"25275",18
"25276",29
"25277",18
"25278",18
"25279",18
"25280",18
"25281",29
"25282",29
"25283",18
"25284",18
"25285",18
"25286",29
"25287",10
"25288",29
"25289",3
"25290",29
"25291",18
"25292",23
"25293",30
"25294",29
"25295",19
"25296",29
"25297",29
"25298",29
"25299",29
"25300",18
"25301",29
"25302",29
"25303",19
"25304",15
"25305",28
"25306",17
"25307",15
"25308",17
"25309",15
"25310",15
"25311",17
"25312",15
"25313",19
"25314",26
"25315",15
"25316",15
"25317",15
"25318",15
"25319",15
"25320",15
"25321",26
"25322",15
"25323",15
"25324",15
"25325",15
"25326",15
"25327",15
"25328",15
"25329",15
"25330",15
"25331",15
"25332",15
"25333",15
"25334",15
"25335",15
"25336",15
"25337",15
"25338",15
"25339",15
"25340",15
"25341",15
"25342",19
"25343",15
"25344",15
"25345",15
"25346",15
"25347",15
"25348",15
"25349",20
"25350",15
"25351",15
"25352",15
"25353",15
"25354",15
"25355",15
"25356",15
"25357",15
"25358",19
"25359",15
"25360",15
"25361",19
"25362",25
"25363",14
"25364",28
"25365",22
"25366",22
"25367",22
"25368",22
"25369",22
"25370",5
"25371",5
"25372",5
"25373",29
"25374",5
"25375",29
"25376",9
"25377",29
"25378",29
"25379",29
"25380",29
"25381",20
"25382",29
"25383",29
"25384",29
"25385",29
"25386",29
"25387",29
"25388",29
"25389",23
"25390",29
"25391",29
"25392",29
"25393",29
"25394",29
"25395",14
"25396",29
"25397",29
"25398",29
"25399",29
"25400",14
"25401",29
"25402",29
"25403",5
"25404",29
"25405",7
"25406",29
"25407",29
"25408",29
"25409",29
"25410",20
"25411",29
"25412",29
"25413",29
"25414",29
"25415",14
"25416",3
"25417",19
"25418",19
"25419",18
"25420",28
"25421",29
"25422",19
"25423",18
"25424",29
"25425",19
"25426",18
"25427",19
"25428",19
"25429",18
"25430",28
"25431",18
"25432",19
"25433",2
"25434",23
"25435",28
"25436",18
"25437",28
"25438",19
"25439",2
"25440",28
"25441",19
"25442",28
"25443",19
"25444",28
"25445",23
"25446",28
"25447",28
"25448",28
"25449",28
"25450",28
"25451",28
"25452",14
"25453",23
"25454",23
"25455",14
"25456",28
"25457",28
"25458",28
"25459",28
"25460",28
"25461",28
"25462",28
"25463",19
"25464",28
"25465",28
"25466",28
"25467",19
"25468",28
"25469",28
"25470",28
"25471",28
"25472",23
"25473",28
"25474",2
"25475",1
"25476",26
"25477",26
"25478",23
"25479",8
"25480",26
"25481",8
"25482",25
"25483",28
"25484",23
"25485",28
"25486",28
"25487",28
"25488",28
"25489",28
"25490",28
"25491",28
"25492",27
"25493",19
"25494",28
"25495",19
"25496",28
"25497",28
"25498",28
"25499",28
"25500",28
"25501",28
"25502",28
"25503",23
"25504",28
"25505",28
"25506",28
"25507",23
"25508",28
"25509",28
"25510",28
"25511",20
"25512",20
"25513",16
"25514",16
"25515",16
"25516",16
"25517",16
"25518",16
"25519",16
"25520",16
"25521",16
"25522",16
"25523",16
"25524",16
"25525",16
"25526",16
"25527",16
"25528",16
"25529",16
"25530",16
"25531",16
"25532",16
"25533",16
"25534",16
"25535",16
"25536",16
"25537",16
"25538",16
"25539",16
"25540",16
"25541",20
"25542",16
"25543",16
"25544",16
"25545",16
"25546",16
"25547",16
"25548",16
"25549",16
"25550",16
"25551",16
"25552",16
"25553",16
"25554",16
"25555",16
"25556",16
"25557",16
"25558",16
"25559",16
"25560",16
"25561",16
"25562",16
"25563",16
"25564",16
"25565",16
"25566",23
"25567",16
"25568",16
"25569",16
"25570",16
"25571",16
"25572",16
"25573",16
"25574",16
"25575",16
"25576",16
"25577",16
"25578",16
"25579",16
"25580",16
"25581",16
"25582",16
"25583",16
"25584",16
"25585",26
"25586",2
"25587",14
"25588",2
"25589",18
"25590",22
"25591",14
"25592",14
"25593",14
"25594",14
"25595",14
"25596",14
"25597",14
"25598",14
"25599",17
"25600",14
"25601",14
"25602",14
"25603",17
"25604",14
"25605",14
"25606",14
"25607",17
"25608",14
"25609",28
"25610",14
"25611",14
"25612",14
"25613",14
"25614",14
"25615",14
"25616",14
"25617",28
"25618",14
"25619",14
"25620",14
"25621",14
"25622",14
"25623",17
"25624",17
"25625",14
"25626",14
"25627",14
"25628",17
"25629",14
"25630",14
"25631",14
"25632",14
"25633",14
"25634",14
"25635",14
"25636",14
"25637",14
"25638",14
"25639",14
"25640",14
"25641",14
"25642",19
"25643",14
"25644",14
"25645",14
"25646",23
"25647",10
"25648",14
"25649",23
"25650",28
"25651",23
"25652",28
"25653",23
"25654",12
"25655",19
"25656",29
"25657",3
"25658",2
"25659",23
"25660",14
"25661",19
"25662",14
"25663",28
"25664",29
"25665",17
"25666",28
"25667",14
"25668",28
"25669",28
"25670",29
"25671",28
"25672",28
"25673",23
"25674",15
"25675",2
"25676",2
"25677",2
"25678",2
"25679",2
"25680",2
"25681",18
"25682",2
"25683",2
"25684",2
"25685",2
"25686",2
"25687",2
"25688",2
"25689",2
"25690",2
"25691",18
"25692",17
"25693",2
"25694",2
"25695",2
"25696",14
"25697",18
"25698",2
"25699",14
"25700",25
"25701",23
"25702",2
"25703",14
"25704",14
"25705",14
"25706",29
"25707",2
"25708",29
"25709",19
"25710",14
"25711",17
"25712",14
"25713",23
"25714",13
"25715",13
"25716",2
"25717",13
"25718",13
"25719",21
"25720",10
"25721",13
"25722",13
"25723",13
"25724",5
"25725",13
"25726",13
"25727",13
"25728",13
"25729",13
"25730",5
"25731",13
"25732",13
"25733",13
"25734",13
"25735",13
"25736",13
"25737",13
"25738",13
"25739",13
"25740",13
"25741",13
"25742",13
"25743",13
"25744",13
"25745",19
"25746",13
"25747",18
"25748",13
"25749",18
"25750",13
"25751",29
"25752",3
"25753",17
"25754",13
"25755",13
"25756",13
"25757",5
"25758",26
"25759",13
"25760",13
"25761",13
"25762",13
"25763",13
"25764",13
"25765",13
"25766",25
"25767",13
"25768",13
"25769",13
"25770",13
"25771",13
"25772",21
"25773",3
"25774",16
"25775",3
"25776",29
"25777",13
"25778",13
"25779",13
"25780",13
"25781",13
"25782",19
"25783",13
"25784",25
"25785",17
"25786",12
"25787",12
"25788",12
"25789",6
"25790",12
"25791",12
"25792",12
"25793",12
"25794",12
"25795",30
"25796",12
"25797",12
"25798",12
"25799",12
"25800",12
"25801",12
"25802",12
"25803",12
"25804",12
"25805",12
"25806",12
"25807",30
"25808",12
"25809",12
"25810",3
"25811",12
"25812",12
"25813",12
"25814",12
"25815",12
"25816",12
"25817",12
"25818",14
"25819",12
"25820",12
"25821",12
"25822",12
"25823",30
"25824",12
"25825",12
"25826",12
"25827",12
"25828",12
"25829",12
"25830",12
"25831",12
"25832",12
"25833",12
"25834",3
"25835",12
"25836",12
"25837",3
"25838",12
"25839",12
"25840",12
"25841",12
"25842",29
"25843",19
"25844",29
"25845",26
"25846",22
"25847",15
"25848",2
"25849",21
"25850",29
"25851",29
"25852",29
"25853",29
"25854",29
"25855",29
"25856",29
"25857",29
"25858",29
"25859",21
"25860",25
"25861",29
"25862",29
"25863",13
"25864",29
"25865",29
"25866",29
"25867",29
"25868",29
"25869",10
"25870",13
"25871",29
"25872",26
"25873",26
"25874",26
"25875",26
"25876",26
"25877",26
"25878",26
"25879",26
"25880",26
"25881",26
"25882",26
"25883",26
"25884",26
"25885",26
"25886",26
"25887",26
"25888",26
"25889",26
"25890",26
"25891",26
"25892",26
"25893",26
"25894",26
"25895",26
"25896",26
"25897",26
"25898",26
"25899",26
"25900",26
"25901",26
"25902",26
"25903",26
"25904",26
"25905",26
"25906",26
"25907",26
"25908",22
"25909",26
"25910",26
"25911",26
"25912",26
"25913",26
"25914",26
"25915",28
"25916",20
"25917",14
"25918",14
"25919",23
"25920",14
"25921",14
"25922",28
"25923",28
"25924",16
"25925",28
"25926",28
"25927",28
"25928",14
"25929",19
"25930",14
"25931",15
"25932",28
"25933",14
"25934",17
"25935",14
"25936",28
"25937",28
"25938",28
"25939",14
"25940",28
"25941",16
"25942",28
"25943",14
"25944",16
"25945",14
"25946",14
"25947",23
"25948",14
"25949",14
"25950",20
"25951",28
"25952",14
"25953",28
"25954",14
"25955",28
"25956",16
"25957",16
"25958",28
"25959",28
"25960",6
"25961",23
"25962",14
"25963",14
"25964",29
"25965",14
"25966",26
"25967",23
"25968",28
"25969",28
"25970",28
"25971",28
"25972",28
"25973",14
"25974",28
"25975",28
"25976",14
"25977",10
"25978",14
"25979",28
"25980",19
"25981",14
"25982",28
"25983",28
"25984",19
"25985",28
"25986",28
"25987",28
"25988",26
"25989",2
"25990",28
"25991",26
"25992",26
"25993",11
"25994",11
"25995",11
"25996",26
"25997",26
"25998",11
"25999",10
"26000",28
"26001",11
"26002",10
"26003",10
"26004",11
"26005",11
"26006",22
"26007",11
"26008",11
"26009",10
"26010",10
"26011",11
"26012",11
"26013",10
"26014",26
"26015",10
"26016",26
"26017",10
"26018",26
"26019",10
"26020",11
"26021",11
"26022",17
"26023",16
"26024",9
"26025",20
"26026",14
"26027",23
"26028",28
"26029",28
"26030",14
"26031",1
"26032",2
"26033",19
"26034",17
"26035",28
"26036",19
"26037",28
"26038",14
"26039",17
"26040",28
"26041",28
"26042",20
"26043",28
"26044",28
"26045",15
"26046",28
"26047",17
"26048",23
"26049",19
"26050",28
"26051",23
"26052",29
"26053",18
"26054",29
"26055",3
"26056",29
"26057",12
"26058",28
"26059",25
"26060",18
"26061",18
"26062",18
"26063",20
"26064",18
"26065",23
"26066",18
"26067",18
"26068",18
"26069",18
"26070",10
"26071",18
"26072",29
"26073",18
"26074",28
"26075",18
"26076",18
"26077",18
"26078",18
"26079",18
"26080",23
"26081",18
"26082",17
"26083",18
"26084",18
"26085",18
"26086",18
"26087",18
"26088",18
"26089",29
"26090",18
"26091",18
"26092",18
"26093",18
"26094",18
"26095",29
"26096",29
"26097",18
"26098",29
"26099",29
"26100",18
"26101",18
"26102",18
"26103",18
"26104",18
"26105",18
"26106",18
"26107",18
"26108",18
"26109",18
"26110",18
"26111",18
"26112",18
"26113",18
"26114",29
"26115",29
"26116",7
